Artist,Title,Format,Cover Present,Label,Catogue Number,Year Released,Country,Notes,Sealed Status,discogs URL, Median Price ,discogs_release_id,,
The Velvet Underground,The Velvet Underground & Nico,"12"" Vinyl",Yes,Verve Records,823 721-1 Y-1,1985,USA,,No,https://www.discogs.com/release/1574277-The-Velvet-Underground-VU, $40.00 ,1574277,,1574277
The Velvet Underground,The Velvet Underground & Nico,"12"" Vinyl",Yes,Verve Records,823 721-1 Y-1,1985,USA,,No,https://www.discogs.com/release/1574277-The-Velvet-Underground-VU, $40.00 ,1574277,,1574277
The Velvet Underground,The Velvet Underground & Nico,"12"" Vinyl",Yes,Mercury,SRM-2-7504,1974,USA,Original Pressing,No,https://www.discogs.com/release/7189610-The-Velvet-Underground-1969-Velvet-Underground-Live-With-Lou-Reed, $48.68 ,7189610,,7189610
The Velvet Underground,Up-Tight,"12"" Vinyl",Yes,Verve Records,V6-5008,1973,USA,Repressing,No,https://www.discogs.com/release/6202046-The-Velvet-Underground-Nico-The-Velvet-Underground-Nico, $49.50 ,6202046,,6202046
The Velvet Underground,Velvet Redux Live MCMXCIII,"12"" Vinyl",Yes,Verve Records,V6-5046,1969,USA,Repressing,No,https://www.discogs.com/release/20795365-The-Velvet-Underground-White-LightWhite-Heat, $76.32 ,20795365,,20795365
The Velvet Underground,Velvet Underground,"12"" Vinyl",Yes,Cotillion,SD 9034,1970,USA,Promo - white label,No,https://www.discogs.com/release/1630523-The-Velvet-Underground-Loaded, $100.00 ,1630523,,1630523
The Velvet Underground,VU,"12"" Vinyl",Yes,Verve Records,V6-5046,1968,USA,Original Pressing,No,https://www.discogs.com/release/372030-The-Velvet-Underground-White-LightWhite-Heat, $125.00 ,372030,,372030
The Velvet Underground,VU,"12"" Vinyl",Yes,Verve Records,V6-5008,1968,USA,Repressing,No,https://www.discogs.com/release/3820535-The-Velvet-Underground-Nico-The-Velvet-Underground-Nico, $137.50 ,3820535,,3820535
The Velvet Underground,White Light / White Heat,"12"" Vinyl",Yes,Verve Records,V6-5008,1968,USA,Repressing,No,https://www.discogs.com/release/3820535-The-Velvet-Underground-Nico-The-Velvet-Underground-Nico, $137.50 ,3820535,,3820535
The Velvet Underground,White Light / White Heat,"12"" Vinyl",Yes,MGM Records,SE-4617,1969,USA,Original Pressing,No,https://www.discogs.com/release/1491938-The-Velvet-Underground-The-Velvet-Underground, $181.11 ,1491938,,1491938
The Walker Brothers,Images,"7"" Vinyl",Yes,GTO,2099 167,1976,USA,,No,https://www.discogs.com/release/7217832-The-Walker-Brothers-Lines-First-Day, $2.09 ,7217832,,7217832
The Walker Brothers,Lines,"12"" Vinyl",Yes,GTO,GTLP 014,1976,USA,,No,https://www.discogs.com/release/1626763-The-Walker-Brothers-Lines, $5.30 ,1626763,,1626763
The Walker Brothers,Lines,"12"" Vinyl",Yes,GTO,GTLP 007,1975,USA,,No,https://www.discogs.com/release/1198693-The-Walker-Brothers-No-Regrets, $5.69 ,1198693,,1198693
The Walker Brothers,Lines,CD,Yes,Mercury,558 181-2,1998,USA,Reissue,No,https://www.discogs.com/release/1783064-The-Walker-Brothers-Images, $9.52 ,1783064,,1783064
The Walker Brothers,Nite Flights,"12"" Vinyl",Yes,Smash Records,MGS 27082,1966,USA,Mono version,No,https://www.discogs.com/release/1792842-The-Walker-Brothers-The-Sun-Aint-Gonna-Shine-Anymore, $11.00 ,1792842,,1792842
The Walker Brothers,No Regrets,CD,Yes,Columbia / GTO,483674-2,1994,USA,,No,https://www.discogs.com/release/1244268-The-Walker-Brothers-Lines, $12.63 ,1244268,,1244268
The Walker Brothers,The Sun Ain't Gonna Shine Anymore,"12"" Vinyl",Yes,GTO,GTLP 033,1978,USA,,No,https://www.discogs.com/release/1736885-The-Walker-Brothers-Nite-Flights, $54.65 ,1736885,,1736885
The Whit Boyd Combo,Party Girls (Original Motion Picture Soundtrack),"12"" Vinyl",Yes,Modern Harmonic,MH-8227,2020,USA,Gold Vinyl,No,https://www.discogs.com/release/16214813-The-Whit-Boyd-Combo-Party-Girls-Original-Motion-Picture-Soundtrack, $19.95 ,16214813,,16214813
The Who,Face Dances,Cassette,Yes,MCA Records,MCAC2-8018,1984,USA,,No,https://www.discogs.com/release/1299504-The-Who-Whos-Last, $3.00 ,1299504,,1299504
The Who,Happy Jack,"12"" Vinyl",Yes,Polydor,2482 100,1979,USA,Compilation,No,https://www.discogs.com/release/2673015-The-Who-Portrait-Of-The-Who, $6.78 ,2673015,,2673015
The Who,It's Hard,"12"" Vinyl",Yes,Warner Bros. Records,9 23731-1,1982,USA,,No,https://www.discogs.com/release/14680207-The-Who-Its-Hard, $6.97 ,14680207,,14680207
The Who,Portrait Of The Who,"12"" Vinyl",Yes,Warner Bros. Records,HS 3516,1981,USA,,No,https://www.discogs.com/release/11533618-The-Who-Face-Dances, $4.89 ,11533618,,11533618
The Who,Quadrophenia,"12"" Vinyl",Yes,MCA Records,MCA-3050,1978,USA,,No,https://www.discogs.com/release/1087824-The-Who-Who-Are-You, $5.00 ,1087824,,1087824
The Who,The Who By Numbers,"12"" Vinyl",Yes,MCA Records,MCA-2161,1975,USA,,No,https://www.discogs.com/release/2231364-The-Who-The-Who-By-Numbers, $4.00 ,2231364,,2231364
The Who,The Who Sings My Generation,"12"" Vinyl",Yes,Track Record / MCA Records,MCA2-10004,1973,USA,,No,https://www.discogs.com/release/15977533-The-Who-Quadrophenia, $25.00 ,15977533,,15977533
The Who,Tommy,"12"" Vinyl",Yes,Decca,DL 79182,1971,USA,,No,https://www.discogs.com/release/3675449-The-Who-Whos-Next, $15.00 ,3675449,,3675449
The Who,Who Are You,"12"" Vinyl",Yes,Decca,DXSW 7205,1969,USA,,No,https://www.discogs.com/release/4984448-The-Who-Tommy, $8.50 ,4984448,,4984448
The Who,Who's Last,"12"" Vinyl",Yes,Decca,DL 4892,1967,USA,,No,https://www.discogs.com/release/1850217-The-Who-Happy-Jack, $25.00 ,1850217,,1850217
The Who,Who's Next,"12"" Vinyl",Yes,Decca,DL 74664,1967,USA,Autographed,No,https://www.discogs.com/release/1170031-The-Who-The-Who-Sings-My-Generation, $500.00 ,1170031,,1170031
The Wind In The Willows,The Wind In The Willows,"12"" Vinyl",Yes,Capitol Records,SKAO 2956,1968,USA,,No,https://www.discogs.com/release/12591830-The-Wind-In-The-Willows-The-Wind-In-The-Willows, $20.00 ,12591830,,12591830
The Yardbirds,The Yardbirds' Greatest Hits,"12"" Vinyl",Yes,Epic,BN 26246,1967,USA,,No,https://www.discogs.com/release/2081244-The-Yardbirds-The-Yardbirds-Greatest-Hits?srsltid=AfmBOooj5KI-0j6FR0psVJy8XG8-sexlx1zUPQ4VoC_kmvCk7GQKLzhO, $6.00 ,2081244,,2081244
"Thornton, Clifford",Ketchaoua,"12"" Vinyl",Yes,BYG Records,529.323,1969,USA,Actuel - 23,No,https://www.discogs.com/release/523378-Clifford-Thornton-Ketchaoua, $55.98 ,523378,,523378
Tim Curry,Baby Love,"7"" Vinyl",Yes,A&M Records,AM 2353,1981,USA,,No,https://www.discogs.com/release/5045843-Tim-Curry-Working-On-My-Tan, $3.00 ,5045843,,5045843
Tim Curry,Working On My Tan,"7"" Vinyl",N/A,Ode Records,ODE-66117,1976,USA,Promo ,No,https://www.discogs.com/release/5094686-Tim-Curry-Baby-Love, $4.20 ,5094686,,5094686
Tin Machine,Baby Universal,Cassette,Yes,EMI USA,E4-91990,1989,USA,Dolby HX Pro,No,https://www.discogs.com/release/1155450-Tin-Machine-Tin-Machine, $2.18 ,1155450,,1155450
Tin Machine,Baby Universal,Cassette,Yes,EMI USA,E4-91990,1989,USA,Dolby HX Pro,No,https://www.discogs.com/release/1155450-Tin-Machine-Tin-Machine, $2.18 ,1155450,,1155450
Tin Machine,Baby Universal,CD,Yes,EMI USA,CDP-7-91990-2,1989,USA,,No,https://www.discogs.com/release/389990-Tin-Machine-Tin-Machine, $3.20 ,389990,,389990
Tin Machine,Baby Universal,CD,Yes,EMI USA,CDP-7-91990-2,1989,USA,,No,https://www.discogs.com/release/389990-Tin-Machine-Tin-Machine, $3.20 ,389990,,389990
Tin Machine,Heaven's In Here,CD,Yes,EMI USA,CDP-7-91990-2,1989,USA,,No,https://www.discogs.com/release/389990-Tin-Machine-Tin-Machine, $3.20 ,389990,,389990
Tin Machine,Heaven's In Here,"7"" Vinyl",Yes,EMI USA,MT 73,1989,USA,Solid Centre,No,https://www.discogs.com/release/3103284-Tin-Machine-Maggies-Farm-Live-Tin-Machine, $4.75 ,3103284,,3103284
Tin Machine,Japan 1992 (The Classic Budokan Broadcast),Cassette,Yes,Victory,383 480 004-4,1992,USA,,Yes,https://www.discogs.com/release/9127717-Tin-Machine-Live-Oy-Vey-Baby, $4.75 ,9127717,,9127717
Tin Machine,Japan 1992 (The Classic Budokan Broadcast),"7"" Vinyl",Yes,Victory / London,869-402-7,1991,USA,Silver Injection Labels,No,https://www.discogs.com/release/6586242-Tin-Machine-You-Belong-In-Rock-N-Roll, $5.38 ,6586242,,6586242
Tin Machine,Live At Budokan 1992 - FM Broadcast,"12"" Vinyl",N/A,EMI,SPRO 4282,1989,USA,Promo,No,https://www.discogs.com/release/2502844-Tin-Machine-Under-The-God, $5.63 ,2502844,,2502844
Tin Machine,Maggie's Farm,"7"" Vinyl",Yes,Victory / London,869 582-7,1991,USA,Silver Injection Labels,No,https://www.discogs.com/release/1858895-Tin-Machine-Baby-Universal-New-Mix, $6.33 ,1858895,,1858895
Tin Machine,Maggie's Farm,"10"" Vinyl",Yes,EMI America,10MT 68,1989,USA,,No,https://www.discogs.com/release/464609-Tin-Machine-Under-The-God, $7.48 ,464609,,464609
Tin Machine,Maggie's Farm,CD,Yes,Virgin,7243 521910 0 0,1999,USA,The David Bowie Series,No,https://www.discogs.com/release/2444976-David-Bowie-Tin-Machine-Tin-Machine, $8.00 ,2444976,,2444976
Tin Machine,"Oy Vey, Baby",CD,Yes,Virgin,7243 8 40995 2 7,1995,USA,Reissue,No,https://www.discogs.com/release/1443374-Tin-Machine-Tin-Machine, $8.12 ,1443374,,1443374
Tin Machine,"Oy Vey, Baby","12"" Vinyl",Yes,EMI,SPRO 4374,1989,USA,Promo ,No,https://www.discogs.com/release/4028844-Tin-Machine-Heavens-In-Here, $8.39 ,4028844,,4028844
Tin Machine,Prisoner Of Love,"12"" Vinyl",N/A,EMI,SPRO 4374,1989,USA,Promo,No,https://www.discogs.com/release/4028844-Tin-Machine-Heavens-In-Here, $8.39 ,4028844,,4028844
Tin Machine,Prisoner Of Love,"7"" Vinyl",Yes,EMI USA,12MT 73,1989,USA,Poster Bag,No,https://www.discogs.com/release/2098089-Tin-Machine-Maggies-Farm-Live-Tin-Machine, $9.73 ,2098089,,2098089
Tin Machine,Prisoner Of Love,"12"" Vinyl",Yes,London Records / Victory,LONX 305,1991,USA,Stock Copy,No,https://www.discogs.com/release/1309063-Tin-Machine-You-Belong-In-Rock-N-Roll, $10.12 ,1309063,,1309063
Tin Machine,Prisoner Of Love,"12"" Vinyl",Yes,London Records / Victory,LONX 310,1991,USA,Stock Copy,No,https://www.discogs.com/release/1615624-Tin-Machine-Baby-Universal-New-Mix, $10.44 ,1615624,,1615624
Tin Machine,Tin Machine,"7"" Vinyl",Yes,EMI USA,MT 76,1989,USA,Solid Centre,No,https://www.discogs.com/release/3072054-Tin-Machine-Prisoner-Of-Love, $11.78 ,3072054,,3072054
Tin Machine,Tin Machine,CD,Yes,London Records / Victory,LOCDT 310,1991,USA,Limited Edition - Canister,No,https://www.discogs.com/release/758095-Tin-Machine-Baby-Universal, $12.32 ,758095,,758095
Tin Machine,Tin Machine,CD,Yes,London Records / Victory,LOCDT 310,1991,USA,Limited Edition - Canister,No,https://www.discogs.com/release/758095-Tin-Machine-Baby-Universal, $12.32 ,758095,,758095
Tin Machine,Tin Machine,CD,Yes,EMI USA,DPRO 04424,1989,USA,Promo,No,https://www.discogs.com/release/6399530-Tin-Machine-Prisoner-Of-Love, $12.65 ,6399530,,6399530
Tin Machine,Tin Machine,"7"" Vinyl",Yes,EMI USA,MTPD 73,1989,USA,Shaped Picture Disc,No,https://www.discogs.com/release/1371128-Tin-Machine-Maggies-Farm-Live-Tin-Machine, $15.19 ,1371128,,1371128
Tin Machine,Tin Machine,"12"" Vinyl",Yes,Music On Vinyl,MOVLP2715,2020,USA,"Limited Edition 10,000 copies.  Number 9888, silver vinyl",Yes,https://www.discogs.com/release/15628321-Tin-Machine-Tin-Machine-II, $16.95 ,15628321,,15628321
Tin Machine,Tin Machine,"12"" Vinyl",Yes,Music On Vinyl,MOVLP2715,2020,USA,"Limited Edition 10,000 copies.  Number 5567, silver vinyl",No,https://www.discogs.com/release/15628321-Tin-Machine-Tin-Machine-II, $16.95 ,15628321,,15628321
Tin Machine,Tin Machine,CD,Yes,EMI,TOCP-70157,2007,USA,With OBI - made in Japan,No,https://www.discogs.com/release/7045524-Tin-Machine-Tin-Machine, $17.99 ,7045524,,7045524
Tin Machine,Tin Machine,"7"" Vinyl",Yes,EMI USA,MTS 76,1989,USA,Includes Postcards,No,https://www.discogs.com/release/1777696-Tin-Machine-Prisoner-Of-Love, $18.47 ,1777696,,1777696
Tin Machine,Tin Machine II,CD,Yes,London Records / Victory,LOCDT 305,1991,USA,Round Tin Can - Larger Label Version,No,https://www.discogs.com/release/28277944-Tin-Machine-You-Belong-In-Rock-N-Roll, $20.00 ,28277944,,28277944
Tin Machine,Tin Machine II,"12"" Vinyl",Yes,London Records / Victory,828 272-1,1991,USA,Stock Copy,No,https://www.discogs.com/release/2797668-Tin-Machine-Tin-Machine-II, $21.05 ,2797668,,2797668
Tin Machine,Tin Machine II,"12"" Vinyl",Yes,London Records / Victory,828 272-1,1991,USA,Stock Copy,No,https://www.discogs.com/release/2797668-Tin-Machine-Tin-Machine-II, $21.05 ,2797668,,2797668
Tin Machine,Tin Machine II,"12"" Vinyl",Yes,Music On Vinyl,MOVLP2715,2022,USA,"Numbered edition: # 3690 / 5,000 copies",Yes,https://www.discogs.com/release/22806101-Tin-Machine-Tin-Machine-II, $23.44 ,22806101,,22806101
Tin Machine,Tin Machine II,"12"" Vinyl",Yes,Parachute Recording Company,PARA299LP,2019,USA,Unofficial Release,Yes,https://www.discogs.com/release/14375316-Tin-Machine-Japan-1992-The-Classic-Budokan-Broadcast, $25.00 ,14375316,,14375316
Tin Machine,Under The God,CD,Yes,Golden Rain,GRNCD 027,2018,USA,Unofficial Release,Yes,https://www.discogs.com/release/12923818-David-Bowie-Tin-Machine-Japan-1992-The-Classic-Budokan-Broadcast, $25.00 ,12923818,,12923818
Tin Machine,Under The God,"12"" Vinyl",Yes,Mind Control,MIND738,2020,USA,Unofficial Release - limited to 500 copies,Yes,https://www.discogs.com/release/15743690-Tin-Machine-Live-At-Budokan-1992-FM-Broadcast, $25.00 ,15743690,,15743690
Tin Machine,Under The God,"12"" Vinyl",Yes,EMI USA,E1-91990,1989,USA,Stock Copy - Specialty Pressing,No,https://www.discogs.com/release/1865304-Tin-Machine-Tin-Machine, $25.00 ,1865304,,1865304
Tin Machine,You Belong In Rock 'N' Roll,"7"" Vinyl",Yes,EMI USA,MTPD 76,1989,USA,Shaped Picture Disc,No,https://www.discogs.com/release/1370199-Tin-Machine-Prisoner-Of-Love, $25.82 ,1370199,,1370199
Tin Machine,You Belong In Rock 'N' Roll,"7"" Vinyl",N/A,EMI,DIF 528,1989,USA,Promo,No,https://www.discogs.com/release/5816026-Tin-Machine-Great-White-Debajo-De-Dios-Under-The-God-Una-Vez-Golpeado-Doblemente-Avergonzado-Once-Bi, $32.00 ,5816026,,5816026
Tin Machine,You Belong In Rock N' Roll,"12"" Vinyl",Yes,Victory / London Records,828 328-1,1992,USA,Stock Copy,No,https://www.discogs.com/release/2894550-Tin-Machine-Live-Oy-Vey-Baby, $161.39 ,2894550,,2894550
Tin Machine ,Oy Vey Baby,CD,Yes,London Records / Victory,INT 869 403-2,1991,USA,Single,No,https://www.discogs.com/release/2787857-Tin-Machine-You-Belong-In-Rock-N-Roll, $4.20 ,2787857,,2787857
Tin Machine ,Oy Vey Baby,CD,Yes,Victory,314 511 216-2,1991,USA,Jewel Case,No,https://www.discogs.com/release/1140846-Tin-Machine-Tin-Machine-II, $6.15 ,1140846,,1140846
Tin Machine ,Tin Machine II,CD,Yes,Victory,314 511 216-2,1991,USA,Jewel Case,No,https://www.discogs.com/release/1140846-Tin-Machine-Tin-Machine-II, $6.15 ,1140846,,1140846
Tin Machine ,Tin Machine II,CD,Yes,Music On CD,MOCCD13972,2020,USA,Reissue,No,https://www.discogs.com/release/15637426-Tin-Machine-Tin-Machine-II, $11.10 ,15637426,,15637426
Tin Machine ,Tin Machine II,CD,Yes,Victory,383 480 004-2,1992,USA,,No,https://www.discogs.com/release/728287-Tin-Machine-Live-Oy-Vey-Baby, $14.25 ,728287,,728287
Tin Machine ,Tin Machine II,CD,Yes,Victory,383 480 004-2,1992,USA,,No,https://www.discogs.com/release/728287-Tin-Machine-Live-Oy-Vey-Baby, $14.25 ,728287,,728287
Tin Machine ,You Belong In Rock N' Roll,CD,Yes,Victory,314 511 575-2,1991,USA,Digipak,Yes,https://www.discogs.com/release/1102945-Tin-Machine-Tin-Machine-II, $15.74 ,1102945,,1102945
Titus Groan,Titus Groan,"12"" Vinyl",Yes,Dawn,DNLS 3012,1970,USA,Original Pressing,No,https://www.discogs.com/release/3179605-Titus-Groan-Titus-Groan, $210.52 ,3179605,,3179605
Toto,Dune (Original Soundtrack Recording),"12"" Vinyl",Yes,Polydor,823 770-1,1984,USA,Stock Copy,No,https://www.discogs.com/release/10627088-Toto-Dune-Original-Soundtrack-Recording, $24.99 ,10627088,,10627088
Traffic,Shoot Out At The Fantasy Factory,"12"" Vinyl",Yes,Island Records,90027-1,1988,USA,Reissue,No,https://www.discogs.com/release/12565277-Traffic-Shoot-Out-At-The-Fantasy-Factory, $3.48 ,12565277,,12565277
Trapeze,Medusa,"12"" Vinyl",Yes,Threshold,THS 4,1970,USA,,No,https://www.discogs.com/release/2595773-Trapeze-Medusa, $24.99 ,2595773,,2595773
Traveling Wilburys,Handle With Care (Extended Version),"10"" Vinyl",Yes,Wilburn Records / Warner Bros. Records,W7732 TE,1988,USA,,No,https://www.discogs.com/release/2929685-Traveling-Wilburys-Handle-With-Care-Extended-Version, $12.66 ,2929685,,2929685
Traveling Wilburys,Vol. 3,"12"" Vinyl",Yes,Warner Bros. Records,9 26324-1,1990,USA,,Yes,https://www.discogs.com/release/10742180-Traveling-Wilburys-Vol-3, $64.45 ,10742180,,10742180
Tropea,Short Trip To Space,"12"" Vinyl",Yes,Marlin,MARLIN 2204,1977,USA,,No,https://www.discogs.com/release/715023-Tropea-Short-Trip-To-Space, $20.50 ,715023,,715023
Type O Negative,Dead Again,CD / DVD,Yes,Steamhammer / SPV USA,SPV 99198,2008,USA,,No,https://www.discogs.com/release/2408050-Type-O-Negative-Dead-Again, $24.09 ,2408050,,2408050
Ultimate Spinach,Behold & See,"12"" Vinyl",Yes,MGM Records,SE-4518,1968,USA,MGM Pressing,No,https://www.discogs.com/release/1972400-Ultimate-Spinach-Ultimate-Spinach, $29.99 ,1972400,,1972400
Ultimate Spinach,Ultimate Spinach,"12"" Vinyl",Yes,MGM Records,SE-4570,1968,USA,Some writing on the cover,No,https://www.discogs.com/release/1922050-Ultimate-Spinach-Behold-See, $45.00 ,1922050,,1922050
Unknown Artist,Sounds Like Bowie,"12"" Vinyl",Yes,Tabak Marketing Ltd.,TAB 00035,1993,USA,Picture Disc,No,https://www.discogs.com/release/3763781-Unknown-Artist-Sounds-Like-Bowie, $6.33 ,3763781,,3763781
Uriah Heep,Demons And Wizards,"12"" Vinyl",Yes,Mercury / Bronze,SRM-1-630,1972,USA,,No,https://www.discogs.com/release/4240960-Uriah-Heep-Demons-And-Wizards, $10.00 ,4240960,,4240960
Van Der Graaf Generator,Godbluff,"12"" Vinyl",Yes,Charisma,CAS 1027,1976,USA,Reissue,No,https://www.discogs.com/release/2561198-Van-Der-Graaf-Generator-H-To-He-Who-Am-The-Only-One, $27.97 ,2561198,,2561198
Van Der Graaf Generator,H To He Who Am The Only One,"12"" Vinyl",Yes,Charisma,CAS 1109,1975,USA,Side A & B Arun Cut,No,https://www.discogs.com/release/540750-Van-Der-Graaf-Generator-Godbluff, $29.23 ,540750,,540750
Van Der Graaf Generator,H To He Who Am The Only One,"12"" Vinyl",Yes,ABC Dunhill,DS-50097,1974,USA,Reissue,No,https://www.discogs.com/release/5798164-Van-Der-Graaf-Generator-H-To-He-Who-Am-The-Only-One, $29.99 ,5798164,,5798164
Van Der Graaf Generator,The Aerosol Grey Machine,"12"" Vinyl",Yes,Mercury,SRM-1-1116,1976,USA,,No,https://www.discogs.com/release/1167294-Van-Der-Graaf-Generator-World-Record, $18.99 ,1167294,,1167294
Van Der Graaf Generator,World Record,"12"" Vinyl",Yes,Mercury,SR-61238,1969,USA,,No,https://www.discogs.com/release/4098891-Van-Der-Graaf-Generator-The-Aerosol-Grey-Machine, $242.64 ,4098891,,4098891
Various Artists,20 Explosive Dynamic Super Smash Hit Explosions!,VHS,Yes,Atlantic,52001-3,1995,USA,NTSC,No,https://www.discogs.com/release/13416854-Various-Encomium-A-Tribute-To-Led-Zeppelin, $30.00 ,13416854,,13416854
Various Artists,2001: A Space Odyssey (Music From The Motion Picture Sound Track),CD,Yes,Columbia,CK 69440,1998,USA,,No,https://www.discogs.com/release/1964272-Various-Armageddon-The-Album, $1.27 ,1964272,,1964272
Various Artists,4 Sucessos Internacionais,Cassette,Yes,EMI America,4XV-17182,1986,USA,Dolby HX Pro,No,https://www.discogs.com/release/4479340-Various-Absolute-Beginners-The-Musical-Songs-From-The-Original-Motion-Picture, $2.00 ,4479340,,4479340
Various Artists,"99X Live X IV ""Home""","12"" Vinyl",Yes,Atlantic Records,81273-1-E,1985,USA,,No,https://www.discogs.com/release/1453798-Various-White-Nights-Original-Motion-Picture-Soundtrack, $2.07 ,1453798,,1453798
Various Artists,Absolute Beginners,"12"" Vinyl",Yes,Windham Hill Records,WH-1048,1986,USA,,No,https://www.discogs.com/release/23555831-Various-Windham-Hill-Records-Sampler-86, $2.21 ,23555831,,23555831
